 ----------------------------------------------------------------------
 #P 
 ----------------------------------------------------------------------

  and normal coordinates:

                       1                       2                       3            
                       A                       A                       A            
 Frequencies --       -205.1182               -37.3765               -22.0162       
  Atom  AN      X      Y        Z       X      Y        Z       X      Y        Z 
                       88                      89                      90           
                       A                       A                       A            
 Frequencies --       1488.4512              1489.3269              1490.8168       
  Atom  AN      X      Y        Z       X      Y        Z       X      Y        Z 
     1   6    0.00   -0.00    0.00    0.00   -0.01    0.00    0.00   -0.00    0.00
     2   6    0.01   -0.00    0.00    0.01    0.00    0.00   -0.01    0.00   -0.00
     3   6   -0.01   -0.00   -0.00   -0.01   -0.00    0.00    0.02    0.01    0.01
     4   6    0.00    0.01    0.01   -0.00    0.01    0.02   -0.00    0.00    0.00
     5   6   -0.00    0.00   -0.00   -0.00   -0.00    0.00    0.01   -0.00   -0.00
     6   6   -0.00    0.01    0.00   -0.00    0.02    0.01    0.00    0.01    0.01
     7   6   -0.01    0.01   -0.00    0.00    0.01   -0.00   -0.00    0.00   -0.00
     8   6    0.02   -0.01    0.02   -0.02    0.00    0.01    0.01   -0.00    0.00
     9   6    0.00   -0.00   -0.01    0.01   -0.01   -0.01   -0.01    0.02    0.02
    10   6   -0.00   -0.00   -0.00    0.00    0.01   -0.00    0.01    0.02   -0.01
    11   6    0.03    0.01    0.02   -0.03   -0.00    0.01    0.01    0.00    0.00
    12   6   -0.00    0.01   -0.01   -0.00    0.00    0.00    0.01   -0.03    0.04
    13   6    0.00    0.00   -0.00    0.00   -0.00   -0.00   -0.00   -0.00   -0.00
    14   6   -0.01    0.00    0.01   -0.02    0.01    0.01   -0.00   -0.00    0.00
    15   6    0.01    0.00    0.00    0.02    0.00    0.00    0.00   -0.00   -0.00
    16   1   -0.02    0.00   -0.04   -0.04   -0.01   -0.06    0.01    0.00    0.00
    17   1   -0.01   -0.00   -0.00   -0.01   -0.00   -0.00    0.03    0.00    0.00
    18   1    0.01   -0.09    0.02    0.02   -0.22    0.04   -0.02   -0.10    0.01
    19   1   -0.03    0.04    0.01   -0.05    0.07    0.01    0.01    0.01   -0.00
    20   1    0.04   -0.03   -0.07    0.04   -0.07   -0.20    0.03   -0.04   -0.09
    21   1    0.01   -0.02    0.01    0.00   -0.02    0.00    0.01   -0.00    0.01
    22   1   -0.02    0.09   -0.00    0.03   -0.02   -0.02    0.01    0.02   -0.01
    23   1    0.01    0.03    0.09    0.02    0.07    0.05   -0.03   -0.15   -0.17
    24   1   -0.07    0.03    0.01   -0.09    0.00    0.04    0.21   -0.04   -0.06
    25   1   -0.00    0.01   -0.01   -0.00   -0.02    0.03    0.01   -0.16    0.19
    26   1    0.01    0.01    0.00   -0.02   -0.04   -0.01   -0.16   -0.15   -0.05
    27   1   -0.09   -0.30    0.26    0.36    0.05   -0.22   -0.06   -0.07    0.08
    28   1    0.12    0.19   -0.41   -0.08   -0.23   -0.10    0.03    0.06   -0.07
    29   1   -0.51   -0.01   -0.30    0.19    0.20    0.20   -0.13   -0.03   -0.09
    30   1    0.11   -0.10    0.08    0.01    0.02    0.00   -0.32    0.37   -0.26
    31   1    0.05    0.03   -0.05    0.02   -0.02   -0.01   -0.12   -0.14    0.16
    32   1   -0.08   -0.03    0.13   -0.01   -0.01   -0.03    0.22    0.06   -0.46
    33   1    0.02   -0.01   -0.02    0.02   -0.01   -0.02   -0.03    0.03    0.02
    34   1    0.01    0.01   -0.01    0.02    0.01   -0.01   -0.02   -0.02    0.02
    35   1    0.05    0.13   -0.02    0.09    0.25   -0.02    0.02    0.05   -0.03
    36   1   -0.04   -0.13   -0.01   -0.06   -0.28   -0.01   -0.03   -0.03   -0.01
    37   1    0.15   -0.05   -0.10    0.30   -0.10   -0.23    0.06   -0.02   -0.03
    38   1    0.02    0.06   -0.05    0.05    0.12   -0.10   -0.03    0.05   -0.01
    39   1   -0.03   -0.08    0.03   -0.07   -0.18    0.05    0.01    0.00    0.04
    40   1   -0.12    0.01   -0.04   -0.25    0.02   -0.08   -0.03   -0.00   -0.03

                       91                      92                      93           
                       A                       A                       A            
 Frequencies --       1495.4379              1500.7176              1501.3359       
  Atom  AN      X      Y        Z       X      Y        Z       X      Y        Z 
     1   6   -0.01   -0.01    0.00    0.00    0.01   -0.00    0.00   -0.01    0.00
     2   6   -0.00    0.00   -0.00    0.01   -0.00    0.00   -0.01    0.00   -0.00
     3   6   -0.00    0.00    0.01    0.00   -0.00   -0.00   -0.01    0.00    0.00
     4   6    0.01    0.03   -0.02   -0.01   -0.02   -0.00    0.01    0.02   -0.01
     5   6    0.00    0.00   -0.00   -0.01    0.00   -0.00    0.01   -0.01    0.00
     6   6   -0.00   -0.01   -0.00    0.01   -0.02   -0.01   -0.00    0.02    0.02
     7   6    0.00   -0.00    0.00    0.01   -0.00   -0.01   -0.00    0.00    0.00
     8   6   -0.01   -0.00    0.01   -0.02    0.01    0.02    0.00    0.01   -0.01
     9   6    0.01   -0.01   -0.01   -0.01    0.02    0.02   -0.04    0.03    0.04
    10   6    0.01    0.01   -0.01   -0.01   -0.01    0.01   -0.02   -0.02    0.02
    11   6   -0.01    0.00    0.02   -0.02    0.01    0.03    0.00   -0.00   -0.00
    12   6    0.00   -0.00    0.00   -0.00   -0.00   -0.00    0.00    0.01   -0.01
    13   6   -0.00    0.00    0.00    0.00    0.00   -0.00   -0.00    0.00    0.00
    14   6    0.01    0.01   -0.03    0.01   -0.01    0.00   -0.00    0.01   -0.01
    15   6    0.00    0.02    0.02   -0.01   -0.01   -0.01    0.01    0.01    0.01
    16   1    0.03    0.02    0.02   -0.00   -0.01    0.02    0.01    0.01   -0.02
    17   1    0.02   -0.00   -0.00   -0.02   -0.00    0.00    0.02    0.00    0.00
    18   1   -0.04    0.09   -0.03   -0.02    0.24   -0.05   -0.06   -0.21    0.02
    19   1    0.04   -0.02   -0.01   -0.00   -0.04   -0.00   -0.00    0.02    0.00
    20   1    0.02    0.03    0.08   -0.13    0.09    0.22    0.09   -0.08   -0.19
    21   1   -0.01    0.00   -0.00    0.03   -0.01    0.00   -0.02   -0.01   -0.00
    22   1    0.01    0.02   -0.01    0.04    0.01   -0.02   -0.00   -0.03    0.02
    23   1    0.02    0.05    0.06   -0.04   -0.17   -0.22   -0.08   -0.30   -0.38
    24   1   -0.08    0.02    0.02    0.26   -0.08   -0.07    0.47   -0.13   -0.12
    25   1   -0.01   -0.06    0.09    0.01    0.04   -0.07    0.02    0.13   -0.21
    26   1   -0.07   -0.07   -0.03    0.06    0.05    0.02    0.18    0.16    0.06
    27   1    0.21   -0.09   -0.05    0.42   -0.16   -0.11   -0.07    0.03    0.02
    28   1   -0.01   -0.09   -0.24   -0.03   -0.20   -0.42    0.00    0.02    0.08
    29   1   -0.07    0.13    0.01   -0.09    0.24    0.05    0.02   -0.05   -0.01
    30   1   -0.03    0.06   -0.03    0.01   -0.03    0.01    0.07   -0.10    0.05
    31   1   -0.00   -0.03    0.02   -0.01    0.02   -0.00    0.01    0.03   -0.02
    32   1    0.02   -0.00   -0.07   -0.00    0.01    0.03   -0.05   -0.01    0.12
    33   1    0.02   -0.02   -0.03   -0.02    0.02    0.02    0.03   -0.03   -0.03
    34   1    0.02    0.01   -0.02   -0.02   -0.01    0.01    0.03    0.02   -0.02
    35   1   -0.14   -0.29    0.34    0.02    0.02   -0.12   -0.03   -0.05    0.11
    36   1    0.32   -0.01    0.11   -0.09    0.11   -0.03    0.09   -0.07    0.03
    37   1   -0.35    0.05   -0.01    0.02    0.02    0.10   -0.05   -0.01   -0.06
    38   1    0.24   -0.14   -0.09   -0.11    0.03    0.07    0.11   -0.02   -0.07
    39   1   -0.14   -0.27   -0.17    0.09    0.18    0.04   -0.08   -0.17   -0.06
    40   1   -0.17    0.05    0.10    0.16   -0.04   -0.04   -0.15    0.03    0.02

                       94                      95                      96           
                       A                       A                       A            
 Frequencies --       1509.7274              1678.9504              3011.9512       
  Atom  AN      X      Y        Z       X      Y        Z       X      Y        Z 
     1   6   -0.01    0.00   -0.00    0.00   -0.00    0.00   -0.00    0.00   -0.00
     2   6    0.01   -0.00    0.00    0.01   -0.01   -0.00    0.00   -0.00    0.00
     3   6   -0.01   -0.00    0.01    0.15    0.01   -0.13    0.00   -0.00    0.00
     4   6    0.04   -0.03    0.00    0.00   -0.00    0.00    0.00    0.00    0.00
     5   6   -0.00    0.00    0.00   -0.02   -0.00    0.00    0.00   -0.00   -0.00
     6   6   -0.01    0.01   -0.00   -0.00    0.00   -0.00   -0.00    0.00    0.00
     7   6    0.00   -0.00   -0.00    0.00   -0.00   -0.00    0.00   -0.00   -0.01
     8   6   -0.00    0.00   -0.00   -0.00   -0.00   -0.00    0.04    0.03    0.06
     9   6    0.00   -0.00   -0.00   -0.00   -0.00    0.00   -0.00   -0.00   -0.01
    10   6    0.00   -0.00   -0.00    0.00    0.01    0.00   -0.00   -0.00    0.00
    11   6   -0.00    0.00   -0.00    0.00    0.00   -0.00   -0.00   -0.00   -0.01
    12   6    0.00    0.00   -0.00   -0.02   -0.01    0.01   -0.00    0.00   -0.00
    13   6    0.00   -0.00   -0.00   -0.14    0.01    0.12    0.00   -0.00   -0.00
    14   6    0.01   -0.02   -0.01   -0.00    0.00   -0.00    0.00   -0.00   -0.00
    15   6    0.03   -0.02    0.03    0.00   -0.00    0.00    0.00    0.00    0.00
    16   1    0.01    0.03   -0.02   -0.00    0.00   -0.01   -0.00    0.00   -0.00
    17   1   -0.03   -0.01   -0.01    0.01    0.04    0.05    0.00    0.00   -0.00
    18   1    0.02    0.01    0.01    0.00   -0.00    0.00    0.02   -0.01   -0.06
    19   1   -0.02   -0.01    0.00    0.01    0.02    0.00    0.00    0.00    0.00
    20   1   -0.01    0.01    0.01   -0.00    0.00   -0.00   -0.00   -0.01    0.01
    21   1   -0.00    0.01   -0.00   -0.01    0.01   -0.01   -0.03    0.01    0.09
    22   1    0.00   -0.00    0.00   -0.00    0.00   -0.00   -0.51   -0.40   -0.69
    23   1    0.00    0.01    0.01    0.00    0.01   -0.00    0.01   -0.01   -0.00
    24   1   -0.01    0.00    0.00   -0.00   -0.00    0.00    0.05    0.06    0.08
    25   1   -0.00    0.00    0.00    0.02    0.00   -0.01    0.01    0.00    0.00
    26   1   -0.00   -0.00   -0.00   -0.01    0.00    0.00   -0.00    0.00   -0.01
    27   1   -0.01    0.01   -0.00    0.00    0.00    0.00    0.03    0.03    0.05
    28   1   -0.00   -0.00    0.01   -0.00   -0.00    0.00    0.03   -0.01   -0.00
    29   1    0.01   -0.01    0.00    0.00    0.00    0.00   -0.01   -0.00    0.02
    30   1    0.02    0.01    0.01   -0.05   -0.09    0.00   -0.00    0.00    0.00
    31   1    0.01   -0.01   -0.01   -0.03    0.03    0.01    0.00   -0.00    0.00
    32   1   -0.01   -0.01   -0.00    0.03    0.03    0.02    0.00   -0.00    0.00
    33   1    0.02   -0.01   -0.02    0.03   -0.21   -0.12   -0.00    0.00    0.00
    34   1    0.02    0.01   -0.02    0.16    0.18   -0.04    0.00   -0.00    0.00
    35   1   -0.05   -0.14   -0.12   -0.00   -0.00   -0.00    0.00   -0.00   -0.00
    36   1   -0.04    0.31   -0.02   -0.00   -0.00   -0.00   -0.00   -0.00    0.00
    37   1   -0.16    0.08    0.26    0.00    0.00    0.00   -0.00    0.00   -0.00
    38   1   -0.06    0.49   -0.21    0.01    0.02   -0.02   -0.01   -0.00   -0.01
    39   1   -0.03   -0.12    0.27   -0.00   -0.01    0.00    0.00   -0.00    0.00
    40   1   -0.39   -0.06   -0.40   -0.01   -0.00   -0.02    0.00    0.00   -0.00

                       97                      98                      99           
                       A                       A                       A            
 Frequencies --       3031.5915              3047.1682              3055.3819       
  Atom  AN      X      Y        Z       X      Y        Z       X      Y        Z 
     1   6    0.00   -0.00    0.00   -0.00    0.00   -0.00    0.00   -0.00    0.00
     2   6    0.00   -0.00    0.00   -0.00   -0.00    0.00   -0.00   -0.00    0.00
     3   6    0.00   -0.00    0.00   -0.00    0.00    0.00    0.00    0.00   -0.00
     4   6   -0.00    0.00   -0.00   -0.00   -0.00   -0.00    0.00    0.00   -0.00
     5   6   -0.00    0.00   -0.00   -0.00   -0.00    0.00    0.00   -0.00   -0.00
     6   6    0.02   -0.03   -0.06   -0.00    0.00    0.00    0.00    0.00   -0.00
     7   6   -0.00    0.00    0.01    0.00   -0.00   -0.00   -0.00   -0.00   -0.00
     8   6    0.00    0.00    0.01   -0.00   -0.00   -0.00   -0.00    0.00   -0.00
     9   6    0.00    0.01    0.01   -0.00   -0.00   -0.00    0.00    0.00    0.01
    10   6   -0.00   -0.00   -0.00    0.00    0.00    0.00   -0.00   -0.00   -0.00
    11   6   -0.00    0.00    0.00    0.00   -0.00    0.00   -0.01   -0.05    0.00
    12   6   -0.00    0.00   -0.00    0.00    0.00   -0.00    0.00   -0.00   -0.00
    13   6   -0.00    0.00   -0.00    0.00    0.00   -0.00    0.00    0.00    0.00
    14   6    0.00    0.00    0.00    0.03    0.02    0.04   -0.00   -0.00   -0.00
    15   6    0.00   -0.00   -0.00   -0.00   -0.00    0.01   -0.00   -0.00    0.00
    16   1   -0.01    0.00    0.00    0.01   -0.01   -0.01   -0.00    0.00    0.00
    17   1    0.00    0.00   -0.00    0.00    0.00   -0.00    0.00   -0.00    0.00
    18   1   -0.27    0.11    0.85    0.02   -0.01   -0.06   -0.00    0.00    0.02
    19   1   -0.00   -0.00   -0.02    0.02    0.00    0.06   -0.00   -0.00   -0.00
    20   1    0.03    0.24   -0.12   -0.00   -0.02    0.01   -0.00   -0.03    0.01
    21   1    0.03   -0.01   -0.10   -0.01    0.00    0.02   -0.00   -0.00    0.01
    22   1   -0.05   -0.04   -0.07    0.01    0.00    0.01    0.00    0.00    0.00
    23   1    0.03   -0.00    0.00   -0.01    0.00   -0.00    0.03   -0.00    0.00
    24   1   -0.05   -0.06   -0.09    0.01    0.01    0.01   -0.04   -0.05   -0.07
    25   1    0.00    0.00    0.00   -0.00   -0.00   -0.00    0.01    0.01    0.00
    26   1   -0.00   -0.00    0.01    0.00   -0.00    0.00   -0.00   -0.00    0.00
    27   1   -0.01   -0.01   -0.01    0.00    0.00    0.00    0.26    0.29    0.50
    28   1    0.01   -0.00    0.00   -0.00    0.00   -0.00   -0.40    0.12   -0.04
    29   1   -0.00   -0.00    0.00    0.00    0.00   -0.00    0.30    0.16   -0.50
    30   1    0.00   -0.00   -0.00   -0.00    0.00    0.00   -0.00    0.00    0.00
    31   1    0.00   -0.00    0.00   -0.00    0.00   -0.00   -0.00   -0.00   -0.00
    32   1   -0.00    0.00   -0.00    0.00   -0.00    0.00   -0.00    0.00   -0.00
    33   1   -0.00   -0.00    0.00   -0.00   -0.00   -0.00   -0.00   -0.00   -0.00
    34   1   -0.00    0.00   -0.00    0.00    0.00    0.00   -0.00    0.00   -0.00
    35   1   -0.04    0.02    0.00   -0.53    0.25   -0.00    0.01   -0.00    0.00
    36   1    0.03    0.00   -0.06    0.24    0.01   -0.56   -0.00   -0.00    0.01
    37   1   -0.00   -0.04    0.01   -0.04   -0.44    0.14    0.00    0.00   -0.00
    38   1    0.02    0.01    0.02   -0.05   -0.04   -0.06   -0.02   -0.01   -0.02
    39   1   -0.03    0.02   -0.00    0.10   -0.05   -0.00    0.03   -0.01   -0.00
    40   1   -0.00   -0.03    0.01    0.01    0.09   -0.02    0.00    0.03   -0.01

                      100                     101                     102           
                       A                       A                       A            
 Frequencies --       3056.5722              3060.5745              3068.6643       
  Atom  AN      X      Y        Z       X      Y        Z       X      Y        Z 
     1   6   -0.01    0.00   -0.03    0.03   -0.01    0.06   -0.00    0.00   -0.00
     2   6   -0.00   -0.00    0.00    0.00    0.01   -0.00    0.00   -0.00   -0.00
     3   6    0.00    0.00    0.00   -0.00   -0.00   -0.00    0.00   -0.00    0.00
     4   6   -0.00   -0.00    0.00   -0.00   -0.00    0.00    0.00   -0.00   -0.00
     5   6    0.00    0.00    0.00   -0.00    0.00   -0.00   -0.00    0.00    0.00
     6   6   -0.00    0.00    0.00   -0.00    0.00    0.00    0.00   -0.01   -0.01
     7   6   -0.00    0.00    0.01   -0.00    0.00    0.00   -0.00    0.00    0.00
     8   6    0.00    0.00    0.00    0.00    0.00    0.00   -0.00   -0.00   -0.01
     9   6   -0.00   -0.00   -0.00   -0.00   -0.00   -0.00   -0.00   -0.04   -0.05
    10   6    0.00   -0.00    0.00   -0.00   -0.00    0.00    0.00   -0.00    0.01
    11   6   -0.00   -0.00    0.00   -0.00   -0.00    0.00   -0.00   -0.00    0.00
    12   6   -0.00   -0.00   -0.00   -0.00   -0.00    0.00    0.00    0.00   -0.00
    13   6   -0.00   -0.00    0.00   -0.00   -0.00    0.00    0.00    0.00    0.00
    14   6    0.00    0.00    0.01    0.00    0.00    0.00   -0.00   -0.00   -0.00
    15   6    0.02    0.00   -0.04    0.01    0.00   -0.02   -0.00   -0.00    0.00
    16   1    0.07   -0.06   -0.05   -0.13    0.12    0.10    0.00   -0.00   -0.00
    17   1    0.00    0.02   -0.02   -0.01   -0.05    0.04   -0.00   -0.00    0.00
    18   1    0.02   -0.01   -0.06    0.02   -0.01   -0.06   -0.04    0.01    0.11
    19   1    0.09    0.01    0.38   -0.19   -0.01   -0.82    0.00   -0.00    0.02
    20   1   -0.00   -0.02    0.01    0.00   -0.01    0.00    0.01    0.06   -0.03
    21   1    0.03   -0.01   -0.11    0.01   -0.01   -0.04    0.02   -0.01   -0.05
    22   1   -0.01   -0.00   -0.01   -0.00   -0.00   -0.00    0.04    0.04    0.06
    23   1   -0.00    0.00   -0.00   -0.01    0.00   -0.00   -0.34    0.02    0.00
    24   1    0.01    0.01    0.01    0.01    0.02    0.02    0.35    0.46    0.64
    25   1    0.00    0.00    0.00    0.00    0.00    0.00   -0.00   -0.00    0.00
    26   1   -0.00    0.00   -0.00   -0.00    0.00   -0.01   -0.01    0.05   -0.15
    27   1    0.01    0.02    0.03    0.01    0.01    0.01    0.01    0.02    0.03
    28   1   -0.02    0.01   -0.00   -0.01    0.00   -0.00   -0.05    0.01   -0.00
    29   1    0.01    0.01   -0.03    0.01    0.00   -0.01    0.04    0.02   -0.07
    30   1    0.00   -0.00   -0.00    0.00   -0.00   -0.00   -0.00    0.00    0.00
    31   1    0.00    0.00    0.00    0.00    0.00    0.00   -0.00   -0.00   -0.00
    32   1   -0.00    0.00   -0.00   -0.00    0.01   -0.00    0.00   -0.00    0.00
    33   1    0.01    0.01   -0.00    0.00    0.00   -0.00    0.00    0.00   -0.00
    34   1    0.00   -0.00   -0.00    0.00   -0.00   -0.00    0.00   -0.00   -0.00
    35   1   -0.06    0.03   -0.00   -0.07    0.03   -0.00    0.01   -0.00    0.00
    36   1    0.03    0.00   -0.08    0.02    0.00   -0.07   -0.00    0.00    0.00
    37   1   -0.00   -0.04    0.01   -0.01   -0.07    0.02    0.00    0.01   -0.00
    38   1    0.27    0.19    0.32    0.12    0.09    0.14   -0.01   -0.01   -0.01
    39   1   -0.49    0.24    0.01   -0.23    0.11    0.00    0.02   -0.01   -0.00
    40   1   -0.06   -0.48    0.11   -0.02   -0.21    0.05    0.00    0.01   -0.00

                      103                     104                     105           
                       A                       A                       A            
 Frequencies --       3073.2484              3078.2886              3080.2957       
  Atom  AN      X      Y        Z       X      Y        Z       X      Y        Z 
     1   6    0.00   -0.00    0.00   -0.00   -0.00   -0.00    0.00   -0.00    0.00
     2   6   -0.00    0.00   -0.00    0.00    0.00   -0.00   -0.00   -0.00    0.00
     3   6   -0.00   -0.00    0.00   -0.00   -0.00    0.00   -0.00   -0.00   -0.00
     4   6   -0.00   -0.00    0.00    0.00    0.00   -0.00   -0.00    0.00   -0.00
     5   6    0.00   -0.00   -0.00    0.00    0.00   -0.00   -0.00    0.00    0.00
     6   6   -0.00    0.00    0.00   -0.00    0.01    0.00   -0.00    0.01   -0.00
     7   6    0.00   -0.00   -0.00   -0.01    0.00    0.03   -0.02    0.01    0.07
     8   6    0.00    0.00   -0.00    0.00    0.00    0.00    0.00    0.00    0.01
     9   6    0.00    0.00    0.00    0.01    0.01    0.01   -0.00   -0.00   -0.00
    10   6   -0.00   -0.00    0.00   -0.03   -0.05    0.03    0.01    0.02   -0.01
    11   6    0.00    0.00   -0.00   -0.00    0.00   -0.00   -0.00   -0.00   -0.00
    12   6    0.01    0.05    0.01    0.00   -0.00   -0.00    0.00    0.00    0.00
    13   6    0.00   -0.00   -0.00    0.00    0.00   -0.00    0.00    0.00   -0.00
    14   6    0.00    0.00    0.00    0.00   -0.00   -0.00    0.00   -0.00   -0.00
    15   6    0.00    0.00   -0.00   -0.00   -0.00    0.00   -0.01   -0.01    0.00
    16   1   -0.00    0.00    0.00   -0.00    0.00    0.00   -0.00    0.00    0.00
    17   1   -0.00   -0.00    0.01   -0.00   -0.01    0.01    0.00    0.01   -0.01
    18   1    0.00   -0.00   -0.00    0.01   -0.00   -0.03    0.01   -0.00   -0.04
    19   1   -0.00   -0.00   -0.01    0.00   -0.00    0.01   -0.00   -0.00   -0.01
    20   1    0.00    0.00    0.00   -0.01   -0.07    0.03   -0.01   -0.17    0.07
    21   1   -0.00    0.00    0.01    0.10   -0.04   -0.30    0.26   -0.11   -0.81
    22   1   -0.00   -0.00   -0.00   -0.02   -0.01   -0.02   -0.04   -0.03   -0.05
    23   1    0.00    0.00    0.00   -0.01    0.00    0.00    0.04   -0.00   -0.00
    24   1   -0.01   -0.01   -0.01   -0.05   -0.07   -0.10    0.01    0.02    0.02
    25   1    0.02    0.02    0.02    0.38    0.31    0.28   -0.14   -0.12   -0.11
    26   1   -0.00    0.01   -0.03   -0.06    0.22   -0.65    0.02   -0.09    0.25
    27   1   -0.00   -0.00   -0.00    0.00    0.00    0.00    0.01    0.01    0.02
    28   1    0.00   -0.00    0.00    0.01   -0.00    0.00    0.01   -0.00   -0.00
    29   1   -0.00   -0.00    0.00   -0.01   -0.01    0.02   -0.01   -0.00    0.02
    30   1   -0.20    0.06    0.29   -0.00    0.00    0.00   -0.00    0.00    0.00
    31   1   -0.38   -0.14   -0.47    0.02    0.01    0.02   -0.01   -0.00   -0.02
    32   1    0.41   -0.51    0.10   -0.02    0.03   -0.01    0.01   -0.02    0.00
    33   1   -0.00   -0.01    0.00   -0.00   -0.00    0.00   -0.00   -0.01    0.00
    34   1   -0.00    0.01    0.00   -0.00    0.00    0.00   -0.00    0.00   -0.00
    35   1   -0.00    0.00   -0.00   -0.00    0.00   -0.00   -0.01    0.00    0.00
    36   1    0.00    0.00   -0.00   -0.00   -0.00    0.00   -0.01   -0.00    0.01
    37   1   -0.00   -0.00    0.00    0.00    0.00   -0.00    0.00    0.00   -0.00
    38   1    0.00    0.00    0.00    0.01    0.01    0.01    0.02    0.02    0.03
    39   1   -0.00    0.00    0.00    0.04   -0.02   -0.00    0.10   -0.05   -0.00
    40   1   -0.00   -0.00    0.00    0.00    0.05   -0.01    0.01    0.12   -0.03

                      106                     107                     108           
                       A                       A                       A            
 Frequencies --       3105.4778              3114.4423              3118.8008       
  Atom  AN      X      Y        Z       X      Y        Z       X      Y        Z 
     1   6   -0.00    0.00    0.00    0.00   -0.00   -0.00   -0.00    0.00    0.00
     2   6    0.00    0.00   -0.00    0.00    0.00   -0.00    0.00    0.00   -0.00
     3   6    0.00    0.00    0.00   -0.00   -0.00   -0.00    0.00   -0.00   -0.00
     4   6    0.00    0.00   -0.00   -0.00    0.00    0.00   -0.00   -0.00   -0.00
     5   6   -0.00   -0.00    0.00    0.00    0.00   -0.00    0.00   -0.00   -0.00
     6   6    0.01    0.06   -0.05   -0.00   -0.01    0.01    0.00    0.01   -0.01
     7   6    0.00   -0.00   -0.01   -0.00    0.00    0.00    0.00    0.00   -0.00
     8   6   -0.00   -0.00   -0.00    0.00    0.00    0.00    0.00    0.00    0.00
     9   6    0.00   -0.00   -0.00   -0.00    0.00    0.00   -0.01    0.00   -0.00
    10   6    0.00    0.00    0.00   -0.00   -0.00   -0.00    0.00    0.00    0.00
    11   6   -0.00    0.00   -0.01    0.00   -0.00    0.00   -0.00    0.01    0.09
    12   6   -0.00   -0.00    0.00    0.00   -0.00    0.00   -0.00    0.00   -0.00
    13   6    0.00    0.00   -0.00   -0.00    0.00    0.00   -0.00   -0.00    0.00
    14   6   -0.01   -0.00    0.01   -0.07    0.02    0.05    0.00   -0.00   -0.00
    15   6    0.01   -0.01    0.00    0.01    0.00    0.00   -0.00   -0.01   -0.00
    16   1    0.02   -0.02   -0.01   -0.04    0.03    0.03    0.01   -0.01   -0.01
    17   1   -0.00   -0.00    0.00   -0.00   -0.00    0.00   -0.00   -0.00    0.00
    18   1   -0.08    0.04    0.25    0.02   -0.01   -0.05   -0.01    0.01    0.02
    19   1   -0.00    0.00   -0.02    0.00    0.00    0.01   -0.00    0.00   -0.00
    20   1   -0.07   -0.80    0.34    0.01    0.10   -0.04   -0.01   -0.11    0.05
    21   1   -0.05    0.02    0.16    0.01   -0.01   -0.05    0.00   -0.00    0.00
    22   1    0.01    0.01    0.02   -0.00   -0.00   -0.00   -0.03   -0.03   -0.04
    23   1   -0.06    0.01    0.00    0.02   -0.00   -0.00    0.12   -0.01   -0.00
    24   1    0.01    0.01    0.02   -0.00   -0.00   -0.00    0.00    0.01    0.01
    25   1   -0.00   -0.00   -0.00    0.00    0.00    0.00   -0.01   -0.01   -0.01
    26   1   -0.00    0.00   -0.00    0.00    0.00    0.00   -0.00    0.01   -0.03
    27   1    0.03    0.03    0.05   -0.01   -0.01   -0.01   -0.27   -0.31   -0.51
    28   1    0.05   -0.02    0.00   -0.01    0.00   -0.00   -0.04    0.01    0.02
    29   1   -0.04   -0.02    0.07    0.01    0.00   -0.01    0.33    0.18   -0.53
    30   1    0.00   -0.00   -0.00   -0.00    0.00    0.00    0.00   -0.00   -0.00
    31   1    0.00    0.00    0.00   -0.00   -0.00   -0.00    0.00    0.00    0.00
    32   1   -0.00    0.00    0.00   -0.00    0.00   -0.00    0.00   -0.00    0.00
    33   1    0.00   -0.00    0.00    0.00    0.00   -0.00    0.00    0.00    0.00
    34   1   -0.00   -0.00    0.00    0.00   -0.00   -0.00   -0.00    0.00    0.00
    35   1    0.06   -0.03    0.00    0.60   -0.27    0.02   -0.00    0.00   -0.00
    36   1    0.04    0.00   -0.10    0.24    0.02   -0.61   -0.00    0.00    0.00
    37   1    0.00    0.05   -0.02   -0.01    0.04    0.00    0.00    0.00   -0.00
    38   1   -0.01   -0.01   -0.01   -0.04   -0.03   -0.05    0.02    0.02    0.03
    39   1   -0.08    0.04    0.00   -0.04    0.02   -0.00   -0.01    0.01   -0.00
    40   1    0.00    0.04   -0.01    0.00    0.00   -0.00    0.01    0.05   -0.01

                      109                     110                     111           
                       A                       A                       A            
 Frequencies --       3121.4039              3123.4677              3125.5693       
  Atom  AN      X      Y        Z       X      Y        Z       X      Y        Z 
     1   6    0.01   -0.01   -0.01   -0.00    0.00    0.00    0.02   -0.02   -0.02
     2   6   -0.00    0.00   -0.00    0.00    0.00   -0.00   -0.00    0.00   -0.00
     3   6   -0.00   -0.00   -0.00    0.00    0.00   -0.00    0.00    0.00   -0.00
     4   6    0.00    0.00   -0.00    0.00   -0.00   -0.00   -0.00   -0.00   -0.00
     5   6   -0.00    0.00    0.00    0.00   -0.00    0.00   -0.00   -0.00    0.00
     6   6    0.00    0.00   -0.00    0.00    0.00   -0.00    0.00    0.00   -0.00
     7   6   -0.00    0.00    0.01    0.00   -0.00   -0.00    0.00   -0.00   -0.01
     8   6    0.00    0.00    0.00   -0.00   -0.00   -0.00   -0.00   -0.00   -0.00
     9   6   -0.00    0.00   -0.00   -0.06   -0.00   -0.01   -0.00   -0.00   -0.00
    10   6    0.00    0.00    0.00    0.03    0.01    0.05    0.00    0.00    0.00
